,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8697,708219108,Existing Customer,49,M,10,College,Divorced,$80K - $120K,Blue,137,6,7,15,50047,1703,7543,3,35580,49,3,0
8698,709065483,Existing Customer,40,F,10,College,Divorced,$40K - $60K,Blue,101,6,4,15,46449,3009,6181,4,38217,52,3,1
8699,715237683,Existing Customer,53,F,21,Graduate,Single,Less than $40K,Blue,53,5,4,17,4429,9719,4098,2,32244,281,2,2
8700,712925808,Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710,0,2710,0.999,4724,60,0.395,0
8701,788931558,Existing Customer,46,M,9,High School,Single,$40K - $60K,Blue,34,1,9,12,10362,2998,599,1,25575,453,2,3
8702,717521508,Existing Customer,41,M,13,High School,Single,$80K - $120K,Gold,30,3,9,0,178819,3617,74446,1,23043,463,1,0
8703,713688933,Existing Customer,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798,1509,7289,0.845,8020,74,0.721,0.172
8704,712405908,Existing Customer,50,M,9,High School,Unknown,$120K +,Blue,43,1,9,17,127809,2798,52926,1,25835,405,2,0
8705,789298833,Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,3,23453,0,23453,0.727,7555,96,0.574,0
8706,715729683,Existing Customer,44,M,13,High School,Single,$120K +,Silver,39,1,9,12,178819,1907,76724,1,26380,405,2,0
8707,717682233,Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139,1585,4554,0.713,7906,80,0.633,0.258
8708,712266633,Existing Customer,51,F,2,Unknown,Married,$40K - $60K,Blue,36,2,2,1,14800,1020,13780,0.896,8796,94,0.593,0.069
8709,719272458,Existing Customer,53,F,26,Graduate,Single,$40K - $60K,Blue,49,10,4,17,9176,10014,10771,1,32905,284,2,1
8710,780769308,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,3919,2278,1641,0.672,7685,85,0.518,0.581
8711,721468533,Existing Customer,59,M,5,Graduate,Single,Unknown,Blue,43,5,22,11,11467,8322,14403,1,30872,262,3,1
8712,816615633,Existing Customer,47,F,6,Doctorate,Married,$40K - $60K,Blue,209,12,15,2,10394,4451,6269,2,10179,339,1,3
8713,720167508,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000,2389,16611,0.81,7664,74,0.721,0.126
8714,711152658,Existing Customer,44,M,21,Graduate,Single,$120K +,Silver,43,10,9,6,32269,9637,43638,2,29835,275,2,0
8715,771772083,Existing Customer,48,M,21,Graduate,Married,$60K - $80K,Blue,44,10,4,6,12338,0,17514,2,34815,268,3,0
8716,708419733,Attrited Customer,47,M,10,College,Single,$60K - $80K,Blue,141,15,7,10,113567,0,19335,5,23098,35,2,0
8717,709372608,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457,2517,20940,0.676,7370,96,0.627,0.107
8718,788907033,Existing Customer,40,M,9,High School,Unknown,$80K - $120K,Blue,28,1,14,6,27137,3581,7259,1,24336,389,2,2
8719,711136008,Existing Customer,41,M,21,Graduate,Single,$80K - $120K,Blue,40,5,4,17,29505,7650,40162,2,31579,297,2,0
8720,716691783,Existing Customer,46,F,13,High School,Single,Less than $40K,Blue,39,3,9,17,32214,4339,8499,1,25559,447,2,2
8721,812618883,Existing Customer,47,M,9,High School,Divorced,Unknown,Silver,45,1,9,12,178819,3481,74627,1,25841,506,1,0
8722,715908558,Existing Customer,44,M,0,Graduate,Unknown,$60K - $80K,Silver,43,5,4,6,27647,9336,37144,2,31269,281,2,0
8723,718024908,Existing Customer,52,F,10,Graduate,Unknown,Less than $40K,Blue,48,10,4,17,2564,10049,1378,1,28901,310,2,3
8724,709558608,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,779,0.638,7345,73,0.738,0.726
8725,824177733,Existing Customer,53,F,9,High School,Single,Less than $40K,Blue,53,1,9,17,50139,2948,18298,1,25536,479,1,1
8726,719784708,Existing Customer,49,M,0,Unknown,Married,$80K - $120K,Blue,36,1,2,1,26882,1673,25209,0.691,7409,89,0.534,0.062
8727,717535083,Existing Customer,52,F,10,Post-Graduate,Married,Less than $40K,Blue,167,8,3,2,4683,3218,22050,3,31749,75,1,0
8728,712453308,Existing Customer,46,M,17,High School,Divorced,$40K - $60K,Silver,39,3,9,17,77888,2338,31411,1,25718,447,2,0
8729,721008933,Existing Customer,44,F,10,Graduate,Divorced,$40K - $60K,Blue,43,5,4,11,2905,11759,1476,1,31141,278,2,3
8730,720859533,Existing Customer,52,F,9,High School,Single,$40K - $60K,Blue,42,3,5,6,63278,4102,22585,1,28009,559,1,1
8731,789556533,Existing Customer,52,M,21,Graduate,Married,$80K - $120K,Blue,54,10,9,17,21568,10026,28360,2,33352,259,2,0
8732,717656433,Existing Customer,50,F,10,Graduate,Single,Less than $40K,Blue,48,5,9,11,2026,5823,1565,1,29752,265,2,2
8733,792524358,Existing Customer,55,M,13,High School,Single,$80K - $120K,Gold,53,3,5,17,178819,1396,77403,1,26317,506,2,0
8734,758211483,Existing Customer,45,M,5,Unknown,Married,$60K - $80K,Blue,38,1,2,3,6895,2314,4581,0.84,8778,85,0.604,0.336
8735,801380808,Attrited Customer,44,M,6,Doctorate,Married,$80K - $120K,Blue,189,6,10,2,82662,5505,120030,2,6973,187,1,0
8736,716329383,Attrited Customer,46,F,16,Graduate,Single,Less than $40K,Blue,43,20,9,17,2934,5812,2856,2,19523,179,3,1
8737,716871633,Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055,1858,10197,0.645,7222,93,0.5,0.154
8738,718491708,Existing Customer,53,F,7,College,Single,Unknown,Blue,137,6,7,15,83380,2138,12968,4,37247,56,3,0
8739,787502883,Existing Customer,60,F,3,Doctorate,Single,Unknown,Silver,239,6,10,2,110186,3373,169306,1,10708,373,1,0
8740,715183308,Existing Customer,47,M,16,Post-Graduate,Unknown,Unknown,Silver,159,8,1,4,29846,2454,174459,4,31914,83,1,0
8741,713872833,Existing Customer,54,F,10,Graduate,Single,$40K - $60K,Blue,49,10,4,17,10053,10875,11822,2,30178,256,2,1
8742,708535158,Existing Customer,39,M,10,Post-Graduate,Unknown,$80K - $120K,Blue,121,4,1,6,8957,4308,45642,5,37750,77,1,0
8743,711658758,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,1101,968,0.741,7307,82,0.745,0.532
8744,717248583,Existing Customer,43,F,10,College,Married,Less than $40K,Silver,123,12,4,10,57098,2788,8120,4,38256,56,3,1
8745,713087958,Existing Customer,53,M,17,High School,Divorced,$120K +,Blue,39,4,14,12,178819,2305,76193,1,26323,453,2,0
8746,721495458,Existing Customer,44,M,16,Graduate,Married,$60K - $80K,Blue,38,10,4,6,18699,0,26544,2,33451,307,2,0
8747,786097158,Existing Customer,48,M,9,High School,Married,$40K - $60K,Blue,45,3,14,12,45518,2688,16596,1,28504,490,2,1
8748,712219083,Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,1917,5225,0.727,7892,83,0.729,0.268
8749,715327683,Attrited Customer,45,F,21,Post-Graduate,Single,Less than $40K,Blue,150,4,4,6,4027,7224,10577,6,22175,49,1,1
8750,715624533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,30,1,2,3,5357,1272,4085,0.708,7730,97,0.54,0.237
8751,715599633,Existing Customer,51,M,3,College,Married,$80K - $120K,Silver,137,6,7,10,173454,0,29530,3,37462,56,3,0
8752,718958583,Attrited Customer,44,M,21,Post-Graduate,Single,$80K - $120K,Blue,150,20,4,4,2129,4610,4107,6,20000,53,1,1
8753,717397983,Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402,958,22444,0.646,7570,98,0.633,0.041
8754,715037133,Existing Customer,40,M,9,Doctorate,Unknown,Less than $40K,Blue,179,6,5,5,14643,3873,14459,2,10760,316,1,2
8755,818767458,Existing Customer,41,M,16,Graduate,Married,$120K +,Blue,43,10,13,11,6138,6660,7213,2,31942,310,2,1
8756,778863258,Attrited Customer,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030,0,6030,1.031,4983,62,0.442,0
8757,712075083,Attrited Customer,50,M,17,High School,Single,$120K +,Blue,44,6,14,17,36172,0,16034,1,16055,266,2,0
8758,711963183,Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128,0,5128,0.704,7588,98,0.581,0
8759,720903258,Attrited Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405,0,9405,1.033,4801,47,0.382,0
8760,772404633,Existing Customer,49,M,10,Graduate,Married,$80K - $120K,Silver,47,5,4,11,32269,6590,44324,1,31963,236,2,0
8761,713302758,Existing Customer,49,M,10,Graduate,Married,$120K +,Blue,48,10,18,6,13692,8535,17516,2,33724,294,2,0
8762,717859233,Existing Customer,41,M,26,Graduate,Married,$80K - $120K,Blue,44,5,13,11,11759,14835,13352,2,34558,262,2,1
8763,712955433,Existing Customer,36,F,4,Uneducated,Unknown,$40K - $60K,Blue,16,1,2,2,4370,1222,3148,0.648,7223,90,0.552,0.28
8764,718292283,Existing Customer,52,F,4,High School,Single,$40K - $60K,Blue,45,1,14,6,17697,3396,3321,1,27437,399,1,2
8765,713197308,Existing Customer,42,M,21,Graduate,Married,$60K - $80K,Silver,40,5,9,6,5819,0,8260,1,31459,262,3,0
8766,789175683,Existing Customer,49,F,7,College,Married,Less than $40K,Silver,137,6,7,10,53977,3751,7036,5,40708,45,4,1
8767,811700058,Attrited Customer,41,M,10,Graduate,Single,$60K - $80K,Gold,43,10,13,17,32269,4049,44896,2,19928,182,1,0
8768,818476383,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516,1514,33002,0.736,7333,72,1,0.044
8769,720164358,Attrited Customer,53,F,21,Graduate,Single,$40K - $60K,Blue,52,5,13,11,5664,0,8040,2,19647,192,2,0
8770,710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,915,7646,0.637,7341,79,0.491,0.107
8771,711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959,0,9959,1.049,4859,64,0.524,0
8772,721486908,Existing Customer,51,F,21,High School,Single,Less than $40K,Blue,39,1,5,6,39607,3579,12789,1,25629,399,2,1
8773,711210633,Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,1124,798,0.766,8049,76,0.434,0.585
8774,712570458,Existing Customer,51,F,9,High School,Married,Less than $40K,Blue,36,3,5,17,29142,2827,9151,1,26227,399,2,1
8775,712058133,Existing Customer,54,F,7,College,Single,Less than $40K,Blue,130,3,7,15,11428,1055,1340,3,37701,47,3,1
8776,708153558,Existing Customer,46,M,15,Doctorate,Divorced,$120K +,Blue,155,6,10,3,110186,3941,167971,2,11417,385,1,0
8777,709893858,Attrited Customer,43,M,16,Post-Graduate,Married,$40K - $60K,Blue,150,24,3,4,8474,6050,39469,5,20564,52,1,0
8778,709225758,Existing Customer,48,F,16,Post-Graduate,Married,Unknown,Blue,155,8,1,6,6718,7101,26955,4,36454,77,1,0
8779,709984083,Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,2,2,2,3849,1281,2568,0.777,7930,90,0.607,0.333
8780,711854808,Attrited Customer,41,M,13,High School,Married,$120K +,Blue,34,3,9,6,178819,0,79264,1,15736,304,1,0
8781,822125283,Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,1351,3427,0.785,7590,74,0.682,0.283
8782,717340608,Existing Customer,51,F,13,High School,Single,Unknown,Gold,42,1,5,12,178819,3229,74962,1,25605,554,2,0
8783,711084183,Existing Customer,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168,2265,2903,0.715,8211,80,0.818,0.438
8784,720891633,Attrited Customer,53,F,9,High School,Single,Less than $40K,Blue,50,9,5,12,16573,0,7346,1,15972,314,2,0
8785,719607183,Existing Customer,55,F,10,Graduate,Single,Unknown,Blue,51,10,13,11,19676,9613,25766,2,31628,303,2,0
8786,715839708,Existing Customer,51,M,5,Graduate,Married,$120K +,Blue,47,10,13,11,32269,14452,42553,2,29388,262,2,0
8787,717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540,0,6540,0.723,7919,88,0.6,0
8788,769152783,Attrited Customer,60,F,9,High School,Single,Less than $40K,Blue,58,1,28,12,42177,3122,14536,1,16763,282,1,1
8789,788240358,Existing Customer,40,F,26,Graduate,Married,Unknown,Silver,29,10,4,11,31264,4043,43471,2,34930,265,2,0
8790,716098683,Existing Customer,46,F,26,Graduate,Unknown,Unknown,Blue,43,10,13,6,5138,10704,4884,2,33000,297,2,2
8791,802675983,Existing Customer,42,F,16,Graduate,Married,Less than $40K,Blue,40,10,13,6,3547,9100,2986,2,32533,256,2,2
8792,712716108,Existing Customer,46,F,10,Graduate,Single,Less than $40K,Blue,43,5,4,6,5408,12554,4851,2,32856,275,2,2
8793,709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387,810,18577,0.746,7604,87,0.642,0.042
8794,708682908,Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838,1934,904,0.873,8644,87,0.554,0.681
8795,812794983,Existing Customer,41,F,10,College,Married,Less than $40K,Blue,112,6,4,10,20534,2942,1807,4,38661,55,3,2
8796,708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,0,31987,0.814,7926,83,0.537,0
8797,779315508,Attrited Customer,43,M,21,Post-Graduate,Single,$40K - $60K,Blue,104,4,3,4,8133,5666,38147,6,20586,43,1,0
8798,740065833,Existing Customer,47,F,16,Graduate,Single,Less than $40K,Silver,48,5,9,11,10404,14835,11428,2,35236,297,2,1
8799,721063533,Existing Customer,51,M,10,Graduate,Single,$40K - $60K,Blue,49,5,13,17,2863,12130,1332,1,30124,240,2,3
8800,718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981,2135,21846,0.749,7885,86,0.564,0.089
8801,780064983,Existing Customer,44,M,5,Graduate,Married,$80K - $120K,Gold,35,10,4,17,32269,5552,44557,2,31678,275,2,0
8802,770920908,Existing Customer,39,F,0,Unknown,Single,$40K - $60K,Silver,26,1,1,1,22054,1146,20908,0.842,8055,82,0.673,0.052
8803,718046433,Existing Customer,53,F,10,Graduate,Unknown,Less than $40K,Blue,42,5,9,17,2056,4085,1999,1,30343,275,2,2
8804,711842508,Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303,1580,7723,0.877,7825,87,0.45,0.17
8805,772869033,Existing Customer,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516,1342,33174,0.69,7283,89,0.648,0.039
8806,715298808,Existing Customer,40,M,9,High School,Divorced,$40K - $60K,Blue,34,1,14,12,39198,2790,13659,1,25163,469,1,1
8807,708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343,0,11343,0.709,8027,94,0.679,0
8808,787496733,Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155,1287,13868,0.868,7724,79,0.58,0.085
8809,789469083,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795,0,10795,0.855,7855,81,0.528,0
8810,709497108,Existing Customer,44,F,9,High School,Married,Less than $40K,Blue,39,3,5,0,34364,2279,12196,1,27909,565,2,1
8811,784819758,Existing Customer,54,F,5,Graduate,Single,Unknown,Blue,58,5,4,11,8014,12543,8552,2,32442,300,2,1
8812,720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516,2330,32186,0.693,7635,75,0.667,0.068
8813,719178183,Existing Customer,50,M,10,Graduate,Married,$80K - $120K,Silver,51,10,13,17,32269,14835,42467,2,33831,272,2,0
8814,789560433,Attrited Customer,49,M,16,Post-Graduate,Single,$60K - $80K,Blue,175,8,6,4,13397,0,80379,6,22846,47,1,0
8815,712931733,Existing Customer,49,F,21,Graduate,Single,Less than $40K,Blue,43,5,4,17,2464,7409,1830,1,29492,262,2,2
8816,714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511,2220,7291,0.712,7041,95,0.532,0.233
8817,771097683,Attrited Customer,43,M,9,High School,Single,$120K +,Blue,32,1,9,12,56450,4339,19242,1,16404,309,1,1
8818,713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,38,1,5,0,43524,1871,16801,1,25585,522,1,0
8819,715360458,Existing Customer,45,F,16,Graduate,Divorced,Unknown,Blue,43,10,13,11,11598,11670,13837,2,33529,288,2,1
8820,711736083,Attrited Customer,47,F,14,College,Divorced,Unknown,Blue,130,12,7,15,34016,408,5557,5,23810,34,2,0
8821,714821433,Existing Customer,45,F,14,College,Married,Less than $40K,Blue,130,6,2,5,13754,0,2342,4,36979,51,3,0
8822,779263533,Existing Customer,34,F,10,Graduate,Unknown,Unknown,Silver,19,10,9,6,30190,10203,40559,2,31260,243,3,0
8823,773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516,1588,32928,0.745,7512,81,0.688,0.046
8824,719623083,Existing Customer,33,F,3,Doctorate,Unknown,Less than $40K,Gold,120,12,15,3,51036,4357,71858,2,11944,308,1,1
8825,718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516,1085,33431,1.047,4805,54,0.588,0.031
8826,720198183,Existing Customer,42,M,17,College,Married,$40K - $60K,Blue,98,3,7,5,12247,2560,615,3,39129,49,3,2
8827,780545133,Existing Customer,49,M,16,Graduate,Single,$80K - $120K,Blue,43,10,13,6,4260,5806,4741,1,30306,291,2,1
8828,711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949,829,10120,0.749,7685,91,0.596,0.076
8829,789960783,Existing Customer,39,F,5,Graduate,Unknown,Less than $40K,Silver,36,5,9,17,9721,9607,11636,2,31831,259,2,1
8830,709556208,Existing Customer,40,F,10,College,Single,$40K - $60K,Silver,101,6,2,10,112371,2791,17529,4,36974,60,3,0
8831,712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841,1411,2430,0.785,8444,81,0.688,0.367
8832,794482158,Existing Customer,46,M,10,College,Single,$80K - $120K,Silver,116,6,2,15,173454,2912,27859,4,37013,44,3,0
8833,780450708,Attrited Customer,58,M,3,College,Single,$120K +,Silver,163,3,7,10,173454,0,29530,5,23707,30,3,0
8834,710016708,Existing Customer,44,F,16,Graduate,Married,Less than $40K,Silver,31,5,13,6,10169,10621,12044,2,32955,288,2,1
8835,709434408,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848,1481,4367,0.711,8417,95,0.462,0.253
8836,778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,2,1,11552,1970,9582,0.705,7180,96,0.548,0.171
8837,712447758,Existing Customer,46,M,10,Graduate,Married,$80K - $120K,Blue,47,10,9,17,11126,14835,12454,2,33054,262,2,1
8838,779435883,Existing Customer,37,M,13,High School,Unknown,$80K - $120K,Blue,20,1,9,12,11776,0,5220,1,26257,421,2,0
8839,719918358,Existing Customer,57,F,16,Graduate,Unknown,Less than $40K,Blue,43,10,9,6,2881,14776,763,2,32182,284,2,4
8840,720474408,Existing Customer,52,M,10,Graduate,Single,$40K - $60K,Blue,49,5,9,11,8693,11187,9821,1,34827,278,3,1
8841,719401158,Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,221,4,3,6,3720,0,22319,4,34350,87,1,0
8842,778430733,Existing Customer,45,M,21,High School,Unknown,$60K - $80K,Blue,27,1,24,6,64236,2519,25118,1,26111,437,1,0
8843,717583908,Existing Customer,57,M,4,High School,Single,$80K - $120K,Blue,49,1,28,6,77867,2405,31312,1,25273,431,1,0
8844,823519458,Existing Customer,44,F,16,Graduate,Married,Less than $40K,Blue,48,5,4,17,6022,12678,5693,1,29438,300,2,2
8845,712381683,Existing Customer,42,F,4,Unknown,Married,Unknown,Blue,36,1,4,2,7469,837,6632,0.828,8281,80,0.739,0.112
8846,716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,3,3569,1054,2515,0.775,7963,85,0.574,0.295
8847,820936533,Existing Customer,47,M,16,Graduate,Unknown,Less than $40K,Blue,52,5,13,17,2600,11493,1103,2,38563,297,2,3
8848,721227258,Existing Customer,51,M,5,Post-Graduate,Married,$120K +,Silver,130,8,7,4,31044,5715,175516,4,33378,70,1,0
8849,771304383,Existing Customer,45,F,13,High School,Married,Less than $40K,Blue,36,1,9,17,21624,4322,3828,1,26277,458,2,2
8850,717600483,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,2,2,1,23223,628,22595,0.837,7358,87,0.642,0.027
8851,778865583,Existing Customer,46,M,16,Graduate,Married,Less than $40K,Blue,32,5,9,11,6501,8853,7236,1,31037,284,2,1
8852,709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,7136,2345,4791,0.699,7729,86,0.654,0.329
8853,818280108,Existing Customer,43,F,17,High School,Single,Less than $40K,Blue,41,1,5,6,9429,0,4180,1,25642,485,1,0
8854,716350008,Existing Customer,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937,1633,1304,0.857,8235,102,0.522,0.556
8855,778172583,Existing Customer,46,F,13,High School,Single,Less than $40K,Blue,39,1,14,12,34380,4136,9730,1,23345,458,2,1
8856,719121708,Existing Customer,41,M,10,Graduate,Married,$60K - $80K,Silver,37,10,13,17,29446,12920,38892,2,31761,294,2,0
8857,714342033,Attrited Customer,52,M,4,High School,Married,$120K +,Blue,37,3,14,6,178819,0,79264,1,16165,298,1,0
8858,788811558,Existing Customer,52,F,4,High School,Married,Less than $40K,Blue,38,1,14,17,10149,1762,2152,1,26084,346,2,2
8859,788943333,Attrited Customer,51,M,16,Post-Graduate,Married,$80K - $120K,Silver,155,24,3,4,31044,2839,180924,6,21350,49,1,0
8860,719258433,Existing Customer,49,M,26,Graduate,Single,$60K - $80K,Blue,51,10,4,17,7293,11894,7675,2,31248,291,2,1
8861,717895833,Existing Customer,55,M,10,College,Single,$120K +,Blue,159,6,4,15,32439,2737,3951,4,38997,63,3,1
8862,711550983,Existing Customer,46,M,5,Graduate,Divorced,$40K - $60K,Blue,44,5,9,11,10605,6926,13494,2,34356,342,2,0
8863,714077583,Attrited Customer,43,M,16,Post-Graduate,Married,$40K - $60K,Platinum,130,8,4,8,21569,1702,126210,6,21119,58,1,0
8864,720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879,0,2879,1.031,4684,56,0.556,0
8865,716725008,Existing Customer,49,M,17,High School,Married,$80K - $120K,Blue,43,3,14,12,39721,3777,12575,1,26214,501,2,1
8866,788824083,Existing Customer,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516,1022,33494,0.743,8202,88,0.913,0.03
8867,716335983,Existing Customer,37,M,9,High School,Single,$80K - $120K,Blue,39,1,9,17,34778,2741,11765,1,26413,453,2,1
